Column,unique_id_query,visit_id,unique_id_match,wikipedia_link_nl,google_book_query,nom_complet,toponymName,fclName,commune,province,region,country,query_normalised,queries_ngrams,MATCH,equality_match_extract_geonames,types_Anne,equality_anne_ettore,nom_complet?,nom_complet_ailleurs?,types_Ettore,queries
916,68047-2755220,2755220,68047-2755220-joost,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""joost""~5","https://www.googleapis.com/books/v1/volumes?q=""joost""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,joost,1,joost,,per,true,false,,per,joost
917,68184-2757377,2757377,,,,,,,,,,,grand prix d,3,,,,,,,,grand prix d
918,68218-2758405,2758405,68218-2758405-champêtre,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""champetre nivelles a""~5","https://www.googleapis.com/books/v1/volumes?q=""champ%C3%AAtre+%C3%A0+nivelles""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,champêtre à nivelles,3,,,,true,,,,champêtre à nivelles
919,68218-2758405,2758405,68218-2758405-nivelles,,,,Nivelles,Commune,Nivelles,Walloon Brabant Province,Wallonia,Belgium,champêtre à nivelles,3,nivelles,true,loc,true,,,loc,champêtre à nivelles
920,68221-2758405,2758405,68221-2758405-nivelles,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""de nivelles police""~5","https://www.googleapis.com/books/v1/volumes?q=""police+de+nivelles""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Nivelles,Commune,Nivelles,Walloon Brabant Province,Wallonia,Belgium,police de nivelles,3,nivelles,true,loc,true,,,loc,police de nivelles
921,68442-2766226,2766226,68442-2766226-attenrode wever,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""attenrode nominations wever""~5","https://www.googleapis.com/books/v1/volumes?q=""nominations+attenrode+wever""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Attenrode,Section,Glabbeek,Flemish Brabant Province,Flanders,Belgium,nominations attenrode wever,3,attenrode wever,false,loc,true,false,false,loc,nominations attenrode wever
922,68478-2767635,2767635,68478-2767635-cuba,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""cuba lamberjack""~5","https://www.googleapis.com/books/v1/volumes?q=""lamberjack+cuba""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,Cuba,lamberjack cuba,2,cuba,,loc,true,,,loc,lamberjack cuba
923,68546-2771732,2771732,,,,,,,,,,,grève,1,,,,,,,,grève
924,68624-2773357,2773357,68624-2773357-graindorge,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""graindorge""~5","https://www.googleapis.com/books/v1/volumes?q=""graindorge""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,graindorge,1,graindorge,,per,true,false,,per,graindorge
925,68694-2775307,2775307,68694-2775307-hjalm,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""congo hjalm""~5","https://www.googleapis.com/books/v1/volumes?q=""hjalm+congo%2C""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,"hjalm congo,",2,hjalm,,per,true,false,,per,"hjalm congo,"
926,68694-2775307,2775307,68694-2775307-congo,,,,,,,,,Democratic Republic of the Congo,"hjalm congo,",2,congo,,loc,true,,,loc,"hjalm congo,"
927,68918-2782073,2782073,68918-2782073-middelkerke,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""1792 middelkerke""~5","https://www.googleapis.com/books/v1/volumes?q=""middelkerke+1792""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Middelkerke,Commune,Middelkerke,West Flanders Province,Flanders,Belgium,middelkerke 1792,2,middelkerke,true,loc,true,,,loc,middelkerke 
928,69113-2790925,2790925,69113-2790925-andenne,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""andenne eghezee""~5","https://www.googleapis.com/books/v1/volumes?q=""andenne+eghez%C3%A9e""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Andenne,Commune,Andenne,Namur Province,Wallonia,Belgium,andenne eghezée,2,andenne,false,loc,true,,,loc,andenne eghezée
929,69113-2790925,2790925,69113-2790925-eghezee,,,,Éghezée,Commune,Éghezée,Namur Province,Wallonia,Belgium,andenne eghezée,2,eghezee,false,loc,true,,,loc,andenne eghezée
930,69294-2797018,2797018,69294-2797018-lescuyer albert,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""albert lescuyer""~5","https://www.googleapis.com/books/v1/volumes?q=""lescuyer+albert""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,lescuyer albert,2,lescuyer albert,,per,true,true,,per,lescuyer albert
931,69296-2797018,2797018,69296-2797018-lescuyer,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""lescuyer regnault zulme""~5","https://www.googleapis.com/books/v1/volumes?q=""lescuyer+regnault+zulm%C3%A9""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,lescuyer regnault zulmé,3,lescuyer,,per,true,false,true,per,lescuyer regnault zulmé
932,69296-2797018,2797018,69296-2797018-regnault,,,false,,,,,,,lescuyer regnault zulmé,3,regnault,,per,true,false,?,per,lescuyer regnault zulmé
933,69296-2797018,2797018,69296-2797018-zulmé,,,false,,,,,,,lescuyer regnault zulmé,3,zulmé,,per,true,false,?,per,lescuyer regnault zulmé
934,69317-2797751,2797751,69317-2797751-meerbeke,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""meerbeke""~5","https://www.googleapis.com/books/v1/volumes?q=""meerbeke""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Meerbeke,Section,Ninove,East Flanders Province,Flanders,Belgium,meerbeke,1,meerbeke,true,loc,true,,,loc,meerbeke
935,69385-2799983,2799983,69385-2799983-ryckeboer,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""ryckeboer""~5","https://www.googleapis.com/books/v1/volumes?q=""ryckeboer""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,ryckeboer,1,ryckeboer,,per,true,false,,per,ryckeboer
936,69414-2800498,2800498,69414-2800498-despezel,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""despezel""~5","https://www.googleapis.com/books/v1/volumes?q=""despezel""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,despezel,1,despezel,,per,true,false,,per,despezel
937,69465-2802178,2802178,69465-2802178-belgië,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""belgie kampioenschap""~5","https://www.googleapis.com/books/v1/volumes?q=""kampioenschap+belgi%C3%AB""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Kingdom of Belgium,Pays,,,,Belgium,kampioenschap belgië,2,belgië,,loc,true,,,loc,kampioenschap belgië
938,69494-2803505,2803505,69494-2803505-cinema prins albert,,,,,POI,,,,Belgium,cinema prins albert,3,cinema prins albert,,loc,true,false,false,loc,cinema prins albert
939,69521-2804344,2804344,69521-2804344-carl grün,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""carl grun verviers""~5","https://www.googleapis.com/books/v1/volumes?q=""carl+gr%C3%BCn+verviers""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,carl grün verviers,3,carl grün,,per,true,true,,per,carl grün verviers
940,69521-2804344,2804344,69521-2804344-verviers,,,,,Commune,,,,Belgium,carl grün verviers,3,verviers,true,loc,true,,,loc,carl grün verviers
941,69565-2804983,2804983,69565-2804983-drogenbosch,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""drogenbosch""~5","https://www.googleapis.com/books/v1/volumes?q=""drogenbosch""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Drogenbos,Commune,Drogenbos,Flemish Brabant Province,Flanders,Belgium,drogenbosch,1,drogenbosch,true,loc,true,,,loc,drogenbosch
942,69685-2808781,2808781,69685-2808781-tilff,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""commune de tilff""~5","https://www.googleapis.com/books/v1/volumes?q=""commune+de+tilff""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Tilff,Section,Esneux,Liège Province,Wallonia,Belgium,commune de tilff,3,tilff,true,loc,true,,,loc,commune de tilff
943,69747-2810584,2810584,69747-2810584-borinage,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""borinage""~5","https://www.googleapis.com/books/v1/volumes?q=""borinage""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Borinage,Sous-région,,Hainaut Province,Wallonia,Belgium,borinage,1,borinage,,loc,true,,,loc,borinage
944,69768-2811593,2811593,69768-2811593-peersegaele,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""peersegaele""~5","https://www.googleapis.com/books/v1/volumes?q=""peersegaele""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,peersegaele,1,peersegaele,,per,true,false,,per,peersegaele
945,69916-2817051,2817051,69916-2817051-lerm,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""lerm""~5","https://www.googleapis.com/books/v1/volumes?q=""lerm""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,lerm,1,lerm,,per_loc,true,false,,per_loc,lerm
946,70091-2821796,2821796,,,,,,,,,,,colonial montagne,2,,,,,,,,colonial montagne
947,70254-2828145,2828145,70254-2828145-butler,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""butler""~5","https://www.googleapis.com/books/v1/volumes?q=""butler""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,butler,1,butler,,per_ambig,true,false,,per_ambig,butler
948,70349-2832891,2832891,70349-2832891-brondesbury,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""brondesbury""~5","https://www.googleapis.com/books/v1/volumes?q=""brondesbury""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,United Kingdom,brondesbury,1,brondesbury,,loc,true,,,loc,brondesbury
949,70380-2833796,2833796,70380-2833796-steurs alphonse,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""alphonse steurs""~5","https://www.googleapis.com/books/v1/volumes?q=""steurs+alphonse""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,steurs alphonse,2,steurs alphonse,,per,true,true,,per,steurs alphonse
950,70423-2834155,2834155,,,,,,,,,,,zagerijvan den akker,3,,,,,,,,zagerijvan den akker
951,70502-2836236,2836236,70502-2836236-jeannette zondervan,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""jeannette zondervan""~5","https://www.googleapis.com/books/v1/volumes?q=""jeannette+zondervan""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,jeannette zondervan,2,jeannette zondervan,,per,true,true,,per,jeannette zondervan
952,70526-2836246,2836246,70526-2836246-fernand khnopff,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""fernand khnopff""~5","https://www.googleapis.com/books/v1/volumes?q=""fernand+khnopff""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,fernand khnopff,2,fernand khnopff,,per,true,true,,per,fernand khnopff
953,70913-2844131,2844131,70913-2844131-chateau du fy,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""chateau du fy""~5","https://www.googleapis.com/books/v1/volumes?q=""chateau+du+fy""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Château Le Fy,POI,Esneux,Liège,Wallonia,Belgium,chateau du fy,3,chateau du fy,,loc,true,false,false,loc,chateau du fy
954,70924-2844223,2844223,70924-2844223-kiel,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""kiel""~5","https://www.googleapis.com/books/v1/volumes?q=""kiel""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,Germany,kiel,1,kiel,,loc,true,,,loc,kiel
955,71154-2847766,2847766,,,,,,,,,,,maeseyker weekblad,2,,,loc,,,,,maeseyker weekblad
956,71180-2848450,2848450,71180-2848450-liedholm,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""congo liedholm""~5","https://www.googleapis.com/books/v1/volumes?q=""liedholm+congo""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,liedholm congo,2,liedholm,,per,true,false,,per,liedholm congo
957,71180-2848450,2848450,71180-2848450-congo,,,,,,,,,Democratic Republic of the Congo,liedholm congo,2,congo,,loc,true,,,loc,liedholm congo
958,71222-2850184,2850184,71222-2850184-charlotte de belgique,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""belgique charlotte de""~5","https://www.googleapis.com/books/v1/volumes?q=""charlotte+de+belgique""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,charlotte de belgique,3,charlotte de belgique,,per,true,false,,per,charlotte de belgique
959,71259-2850632,2850632,71259-2850632-berick,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""ambulant berick""~5","https://www.googleapis.com/books/v1/volumes?q=""berick+ambulant""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,berick ambulant,2,berick,,per_ambig,true,false,,per_ambig,berick ambulant
960,71341-2852514,2852514,71341-2852514-braine-le-comte,,,,,Commune,,,,Belgium,garde civique de braine-le-comte,4,braine-le-comte,true,loc,true,,,loc,garde civique de braine-le-comte
961,71409-2854676,2854676,,,,,,,,,,,potterie,1,,,,,,,,potterie
962,71448-2855847,2855847,71448-2855847-lilja,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""congo lilja""~5","https://www.googleapis.com/books/v1/volumes?q=""lilja%2C+congo""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,"lilja, congo",2,lilja,,ambig,true,,,ambig,"lilja, congo"
963,71448-2855847,2855847,71448-2855847-congo,,,,,,,,,Democratic Republic of the Congo,"lilja, congo",2,congo,,loc,true,,,loc,"lilja, congo"
964,71454-2855878,2855878,71454-2855878-oolen,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""oolen""~5","https://www.googleapis.com/books/v1/volumes?q=""oolen""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,oolen,1,oolen,,per,true,false,,per,oolen
965,71459-2856247,2856247,71459-2856247-dieudonne,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""cyclisme dieudonne""~5","https://www.googleapis.com/books/v1/volumes?q=""dieudonne+cyclisme""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,dieudonne cyclisme,2,dieudonne,,per,true,false,,per,dieudonne cyclisme
966,71488-2857340,2857340,71488-2857340-sebillot,,,false,,,,,,,sebillot,1,sebillot,,per,true,false,,per,sebillot
967,71568-2858812,2858812,71568-2858812-jacco,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""jacco""~5","https://www.googleapis.com/books/v1/volumes?q=""jacco""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Uccle,POI,Uccle,Brussels Capital,Brussels Capital,Belgium,jacco,1,jacco,,loc,true,,,loc,jacco
968,71643-2861710,2861710,71643-2861710-dendermonde,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""dendermonde""~5","https://www.googleapis.com/books/v1/volumes?q=""dendermonde""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Dendermonde,Commune,Dendermonde,East Flanders Province,Flanders,Belgium,dendermonde,1,dendermonde,,loc,true,,,loc,dendermonde
969,71701-2864057,2864057,71701-2864057-morlanwelz,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""morlanwelz""~5","https://www.googleapis.com/books/v1/volumes?q=""morlanwelz""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Morlanwelz-Mariemont,Section,Morlanwelz,Hainaut Province,Wallonia,Belgium,morlanwelz,1,morlanwelz,true,loc,true,,,loc,morlanwelz
970,71764-2865708,2865708,71764-2865708-china,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""china japan""~5","https://www.googleapis.com/books/v1/volumes?q=""china+japan""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,People's Republic of China,china japan,2,china,,loc,true,,,loc,china japan
971,71764-2865708,2865708,71764-2865708-japan,,,,,,,,,Japan,china japan,2,japan,,loc,true,,,loc,china japan
972,71884-2868641,2868641,71884-2868641-petronille,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""petronille""~5","https://www.googleapis.com/books/v1/volumes?q=""petronille""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,petronille,1,petronille,,per,true,false,,per,petronille
973,72149-2877405,2877405,72149-2877405-afrique,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""afrique internationale""~5","https://www.googleapis.com/books/v1/volumes?q=""afrique+internationale""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,Continent,afrique internationale,2,afrique,,loc,true,,,loc,afrique internationale
974,72374-2884491,2884491,72374-2884491-nocquet,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""nocquet""~5","https://www.googleapis.com/books/v1/volumes?q=""nocquet""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,nocquet,1,nocquet,,per,true,false,,per,nocquet
975,72436-2885744,2885744,72436-2885744-japan,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""china japan""~5","https://www.googleapis.com/books/v1/volumes?q=""japan+china""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,Japan,japan china,2,japan,,loc,true,,,loc,japan china
976,72436-2885744,2885744,72436-2885744-china,,,,,,,,,People's Republic of China,japan china,2,china,,loc,true,,,loc,japan china
977,72482-2887330,2887330,72482-2887330-garin,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""garin""~5","https://www.googleapis.com/books/v1/volumes?q=""garin""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,garin,1,garin,,per,true,false,,per,garin
978,72584-2890605,2890605,,,,,,,,,,,cyclo-cross,1,,,,,,,,cyclo-cross
979,72615-2891197,2891197,72615-2891197-charles scharrès,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""charles scharres""~5","https://www.googleapis.com/books/v1/volumes?q=""charles+scharr%C3%A8s""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,charles scharrès,2,charles scharrès,,per,true,true,,per,charles scharrès
980,72810-2894716,2894716,72810-2894716-merbes,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""merbes""~5","https://www.googleapis.com/books/v1/volumes?q=""merbes""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Merkem,Section,Houthulst,West Flanders Province,Flanders,Belgium,merbes,1,merbes,,loc,true,,,loc,merbes
981,73078-2901093,2901093,73078-2901093-blaesheim,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""blaesheim""~5","https://www.googleapis.com/books/v1/volumes?q=""blaesheim""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,France,blaesheim,1,blaesheim,,loc,true,,,loc,blaesheim
982,73105-2901163,2901163,73105-2901163-tokio,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""pekin tokio""~5","https://www.googleapis.com/books/v1/volumes?q=""tokio%2C+p%C3%A9kin""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,Japan,"tokio, pékin",2,tokio,,loc,true,,,loc,"tokio, pékin"
